,District,State,LokSabhaConstituency,Constituency,No,Type,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,PartyShort
723,Chennai,TAMIL NADU,CHENNAI CENTRAL,CHENNAI CENTRAL,4.0,GEN,S.R. Vijayakumar,All India Anna Dravida Munnetra Kazhagam,1328027.0,814894.0,61.4 %,45841.0,5.6%,AIADMK
724,Chennai,TAMIL NADU,CHENNAI NORTH,CHENNAI NORTH,2.0,GEN,Venkatesh Babu .T.G,All India Anna Dravida Munnetra Kazhagam,1422386.0,910114.0,64.0 %,99704.0,11.0%,AIADMK
725,Chennai,TAMIL NADU,CHENNAI SOUTH,CHENNAI SOUTH,3.0,GEN,Dr. J. Jayavardhan,All India Anna Dravida Munnetra Kazhagam,1795780.0,1081163.0,60.2 %,136625.0,12.6%,AIADMK
726,Coimbatore,TAMIL NADU,COIMBATORE,COIMBATORE,20.0,GEN,Nagarajan P.,All India Anna Dravida Munnetra Kazhagam,1720211.0,1176620.0,68.4 %,42016.0,3.6%,AIADMK
727,Coimbatore,TAMIL NADU,NILGIRIS,NILGIRIS,19.0,SC,Gopalakrishnan C.,All India Anna Dravida Munnetra Kazhagam,1269163.0,933076.0,73.5 %,104940.0,11.2%,AIADMK
728,Coimbatore,TAMIL NADU,POLLACHI,POLLACHI,21.0,GEN,Mahendran.C,All India Anna Dravida Munnetra Kazhagam,1381505.0,1012667.0,73.3 %,140974.0,13.9%,AIADMK
729,Cuddalore,TAMIL NADU,CHIDAMBARAM,CHIDAMBARAM,27.0,SC,Chandrakasi M,All India Anna Dravida Munnetra Kazhagam,1366189.0,1088423.0,79.7 %,128495.0,11.8%,AIADMK
730,Cuddalore,TAMIL NADU,CUDDALORE,CUDDALORE,26.0,GEN,Arunmozhithevan.A,All India Anna Dravida Munnetra Kazhagam,1247908.0,984538.0,78.9 %,203125.0,20.6%,AIADMK
731,Dharmapuri,TAMIL NADU,DHARMAPURI,DHARMAPURI,10.0,GEN,Anbumani Ramadoss,Pattali Makkal Katchi,1358273.0,1101345.0,81.1 %,77146.0,7.0%,PMK
732,Dindigul,TAMIL NADU,DINDIGUL,DINDIGUL,22.0,GEN,Udhaya Kumar .M,All India Anna Dravida Munnetra Kazhagam,1400531.0,1083364.0,77.4 %,127845.0,11.8%,AIADMK
733,Dindigul,TAMIL NADU,KARUR,KARUR,23.0,GEN,Thambiduraim.,All India Anna Dravida Munnetra Kazhagam,1298322.0,1046534.0,80.6 %,195247.0,18.7%,AIADMK
734,Erode,TAMIL NADU,ERODE,ERODE,17.0,GEN,Selvakumara Chinnayan S,All India Anna Dravida Munnetra Kazhagam,1321395.0,1008582.0,76.3 %,211563.0,21.0%,AIADMK
735,Erode,TAMIL NADU,NILGIRIS,NILGIRIS,19.0,SC,Gopalakrishnan C.,All India Anna Dravida Munnetra Kazhagam,1269163.0,933076.0,73.5 %,104940.0,11.2%,AIADMK
736,Erode,TAMIL NADU,TIRUPPUR,TIRUPPUR,18.0,GEN,V.Sathyabama,All India Anna Dravida Munnetra Kazhagam,1375589.0,1050190.0,76.3 %,179315.0,17.1%,AIADMK
737,Kanchipuram,TAMIL NADU,CHENNAI SOUTH,CHENNAI SOUTH,3.0,GEN,Dr. J. Jayavardhan,All India Anna Dravida Munnetra Kazhagam,1795780.0,1081163.0,60.2 %,136625.0,12.6%,AIADMK
738,Kanchipuram,TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,6.0,SC,Maragatham K,All India Anna Dravida Munnetra Kazhagam,1480123.0,1128399.0,76.2 %,146866.0,13.0%,AIADMK
739,Kanchipuram,TAMIL NADU,SRIPERUMBUDUR,SRIPERUMBUDUR,5.0,GEN,Ramachandran K.N. Thiru,All India Anna Dravida Munnetra Kazhagam,1946503.0,1286647.0,66.1 %,102646.0,8.0%,AIADMK
740,Kanyakumari,TAMIL NADU,KANNIYAKUMARI,KANNIYAKUMARI,39.0,GEN,Radhakrishnan P.,Bharatiya Janta Party,1467796.0,990742.0,67.5 %,128662.0,13.0%,BJP
741,Karur,TAMIL NADU,KARUR,KARUR,23.0,GEN,Thambiduraim.,All India Anna Dravida Munnetra Kazhagam,1298322.0,1046534.0,80.6 %,195247.0,18.7%,AIADMK
742,Karur,TAMIL NADU,PERAMBALUR,PERAMBALUR,25.0,GEN,Marutharajaa R.P.,All India Anna Dravida Munnetra Kazhagam,1285434.0,1030826.0,80.2 %,213048.0,20.7%,AIADMK
743,Krishnagiri,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,9.0,GEN,Ashok Kumar.K,All India Anna Dravida Munnetra Kazhagam,1379957.0,1068391.0,77.4 %,206591.0,19.3%,AIADMK
744,Madurai,TAMIL NADU,MADURAI,MADURAI,32.0,GEN,R.Gopalakrishnan,All India Anna Dravida Munnetra Kazhagam,1441434.0,978346.0,67.9 %,197436.0,20.2%,AIADMK
745,Madurai,TAMIL NADU,THENI,THENI,33.0,GEN,Parthipan R.,All India Anna Dravida Munnetra Kazhagam,1441302.0,1075583.0,74.6 %,314532.0,29.2%,AIADMK
746,Madurai,TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,34.0,GEN,Radhakrishnan T,All India Anna Dravida Munnetra Kazhagam,1350495.0,1010930.0,74.9 %,145551.0,14.4%,AIADMK
747,Nagapattinam,TAMIL NADU,MAYILADUTHURAI,MAYILADUTHURAI,28.0,GEN,Bharathi Mohan R.K,All India Anna Dravida Munnetra Kazhagam,1350318.0,1025538.0,76.0 %,277050.0,27.0%,AIADMK
748,Nagapattinam,TAMIL NADU,NAGAPATTINAM,NAGAPATTINAM,29.0,SC,Gopal. Dr. K,All India Anna Dravida Munnetra Kazhagam,1210626.0,942202.0,77.8 %,106079.0,11.3%,AIADMK
749,Namakkal,TAMIL NADU,ERODE,ERODE,17.0,GEN,Selvakumara Chinnayan S,All India Anna Dravida Munnetra Kazhagam,1321395.0,1008582.0,76.3 %,211563.0,21.0%,AIADMK
750,Namakkal,TAMIL NADU,NAMAKKAL,NAMAKKAL,16.0,GEN,Sundaram P.R,All India Anna Dravida Munnetra Kazhagam,1329552.0,1058755.0,79.6 %,294374.0,27.8%,AIADMK
751,Nilgiris,TAMIL NADU,NILGIRIS,NILGIRIS,19.0,SC,Gopalakrishnan C.,All India Anna Dravida Munnetra Kazhagam,1269163.0,933076.0,73.5 %,104940.0,11.2%,AIADMK
752,Perambalur,TAMIL NADU,CHIDAMBARAM,CHIDAMBARAM,27.0,SC,Chandrakasi M,All India Anna Dravida Munnetra Kazhagam,1366189.0,1088423.0,79.7 %,128495.0,11.8%,AIADMK
753,Perambalur,TAMIL NADU,PERAMBALUR,PERAMBALUR,25.0,GEN,Marutharajaa R.P.,All India Anna Dravida Munnetra Kazhagam,1285434.0,1030826.0,80.2 %,213048.0,20.7%,AIADMK
754,Pudukkottai,TAMIL NADU,KARUR,KARUR,23.0,GEN,Thambiduraim.,All India Anna Dravida Munnetra Kazhagam,1298322.0,1046534.0,80.6 %,195247.0,18.7%,AIADMK
755,Pudukkottai,TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,35.0,GEN,Anwhar Raajhaa.A,All India Anna Dravida Munnetra Kazhagam,1455891.0,1001048.0,68.8 %,119324.0,11.9%,AIADMK
756,Pudukkottai,TAMIL NADU,SIVAGANGA,SIVAGANGA,31.0,GEN,Senthilnathan Pr,All India Anna Dravida Munnetra Kazhagam,1412373.0,1027036.0,72.7 %,229385.0,22.3%,AIADMK
757,Pudukkottai,TAMIL NADU,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,24.0,GEN,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1387140.0,988250.0,71.2 %,150476.0,15.2%,AIADMK
758,Ramanathapuram,TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,35.0,GEN,Anwhar Raajhaa.A,All India Anna Dravida Munnetra Kazhagam,1455891.0,1001048.0,68.8 %,119324.0,11.9%,AIADMK
759,Salem,TAMIL NADU,DHARMAPURI,DHARMAPURI,10.0,GEN,Anbumani Ramadoss,Pattali Makkal Katchi,1358273.0,1101345.0,81.1 %,77146.0,7.0%,PMK
760,Salem,TAMIL NADU,KALLAKURICHI,KALLAKURICHI,14.0,GEN,Kamaraj. K,All India Anna Dravida Munnetra Kazhagam,1412499.0,1107241.0,78.4 %,223507.0,20.2%,AIADMK
761,Salem,TAMIL NADU,NAMAKKAL,NAMAKKAL,16.0,GEN,Sundaram P.R,All India Anna Dravida Munnetra Kazhagam,1329552.0,1058755.0,79.6 %,294374.0,27.8%,AIADMK
762,Salem,TAMIL NADU,SALEM,SALEM,15.0,GEN,Pannerselvam.V,All India Anna Dravida Munnetra Kazhagam,1498350.0,1150296.0,76.8 %,267610.0,23.3%,AIADMK
763,Sivaganga,TAMIL NADU,SIVAGANGA,SIVAGANGA,31.0,GEN,Senthilnathan Pr,All India Anna Dravida Munnetra Kazhagam,1412373.0,1027036.0,72.7 %,229385.0,22.3%,AIADMK
764,Thanjavur,TAMIL NADU,MAYILADUTHURAI,MAYILADUTHURAI,28.0,GEN,Bharathi Mohan R.K,All India Anna Dravida Munnetra Kazhagam,1350318.0,1025538.0,76.0 %,277050.0,27.0%,AIADMK
765,Thanjavur,TAMIL NADU,THANJAVUR,THANJAVUR,30.0,GEN,Parasuraman.K,All India Anna Dravida Munnetra Kazhagam,1340050.0,1012258.0,75.5 %,144119.0,14.2%,AIADMK
766,Theni,TAMIL NADU,THENI,THENI,33.0,GEN,Parthipan R.,All India Anna Dravida Munnetra Kazhagam,1441302.0,1075583.0,74.6 %,314532.0,29.2%,AIADMK
767,Thoothukudi,TAMIL NADU,THOOTHUKKUDI,THOOTHUKKUDI,36.0,GEN,Jeyasingh Thiyagaraj Natterjee.J,All India Anna Dravida Munnetra Kazhagam,1310597.0,916778.0,70.0 %,124002.0,13.5%,AIADMK
768,Tiruchirappalli,TAMIL NADU,KARUR,KARUR,23.0,GEN,Thambiduraim.,All India Anna Dravida Munnetra Kazhagam,1298322.0,1046534.0,80.6 %,195247.0,18.7%,AIADMK
769,Tiruchirappalli,TAMIL NADU,PERAMBALUR,PERAMBALUR,25.0,GEN,Marutharajaa R.P.,All India Anna Dravida Munnetra Kazhagam,1285434.0,1030826.0,80.2 %,213048.0,20.7%,AIADMK
770,Tiruchirappalli,TAMIL NADU,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,24.0,GEN,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1387140.0,988250.0,71.2 %,150476.0,15.2%,AIADMK
771,Tirunelveli,TAMIL NADU,TENKASI,TENKASI,37.0,SC,Vasanthi.M,All India Anna Dravida Munnetra Kazhagam,1382081.0,1017938.0,73.7 %,161774.0,15.9%,AIADMK
772,Tirunelveli,TAMIL NADU,TIRUNELVELI,TIRUNELVELI,38.0,GEN,Prabakaran.K.R.P,All India Anna Dravida Munnetra Kazhagam,1420435.0,962330.0,67.8 %,126099.0,13.1%,AIADMK
773,Tiruppur,TAMIL NADU,COIMBATORE,COIMBATORE,20.0,GEN,Nagarajan P.,All India Anna Dravida Munnetra Kazhagam,1720211.0,1176620.0,68.4 %,42016.0,3.6%,AIADMK
774,Tiruppur,TAMIL NADU,ERODE,ERODE,17.0,GEN,Selvakumara Chinnayan S,All India Anna Dravida Munnetra Kazhagam,1321395.0,1008582.0,76.3 %,211563.0,21.0%,AIADMK
775,Tiruppur,TAMIL NADU,NILGIRIS,NILGIRIS,19.0,SC,Gopalakrishnan C.,All India Anna Dravida Munnetra Kazhagam,1269163.0,933076.0,73.5 %,104940.0,11.2%,AIADMK
776,Tiruppur,TAMIL NADU,POLLACHI,POLLACHI,21.0,GEN,Mahendran.C,All India Anna Dravida Munnetra Kazhagam,1381505.0,1012667.0,73.3 %,140974.0,13.9%,AIADMK
777,Tiruvallur,TAMIL NADU,ARAKKONAM,ARAKKONAM,7.0,GEN,Hari G.,All India Anna Dravida Munnetra Kazhagam,1401545.0,1089052.0,77.7 %,240766.0,22.1%,AIADMK
778,Tiruvallur,TAMIL NADU,CHENNAI NORTH,CHENNAI NORTH,2.0,GEN,Venkatesh Babu .T.G,All India Anna Dravida Munnetra Kazhagam,1422386.0,910114.0,64.0 %,99704.0,11.0%,AIADMK
779,Tiruvallur,TAMIL NADU,SRIPERUMBUDUR,SRIPERUMBUDUR,5.0,GEN,Ramachandran K.N. Thiru,All India Anna Dravida Munnetra Kazhagam,1946503.0,1286647.0,66.1 %,102646.0,8.0%,AIADMK
780,Tiruvallur,TAMIL NADU,TIRUVALLUR,TIRUVALLUR,1.0,SC,Venugopal.P.(DR),All India Anna Dravida Munnetra Kazhagam,1702833.0,1254440.0,73.7 %,323430.0,25.8%,AIADMK
781,Tiruvannamalai,TAMIL NADU,ARANI,ARANI,12.0,GEN,V.Elumalai,All India Anna Dravida Munnetra Kazhagam,1369668.0,1096046.0,80.0 %,243844.0,22.2%,AIADMK
782,Tiruvannamalai,TAMIL NADU,TIRUVANNAMALAI,TIRUVANNAMALAI,11.0,GEN,Vanaroja R,All India Anna Dravida Munnetra Kazhagam,1352966.0,1067447.0,78.9 %,168606.0,15.8%,AIADMK
783,Tiruvarur,TAMIL NADU,NAGAPATTINAM,NAGAPATTINAM,29.0,SC,Gopal. Dr. K,All India Anna Dravida Munnetra Kazhagam,1210626.0,942202.0,77.8 %,106079.0,11.3%,AIADMK
784,Tiruvarur,TAMIL NADU,THANJAVUR,THANJAVUR,30.0,GEN,Parasuraman.K,All India Anna Dravida Munnetra Kazhagam,1340050.0,1012258.0,75.5 %,144119.0,14.2%,AIADMK
785,Vellore,TAMIL NADU,ARAKKONAM,ARAKKONAM,7.0,GEN,Hari G.,All India Anna Dravida Munnetra Kazhagam,1401545.0,1089052.0,77.7 %,240766.0,22.1%,AIADMK
786,Vellore,TAMIL NADU,TIRUVANNAMALAI,TIRUVANNAMALAI,11.0,GEN,Vanaroja R,All India Anna Dravida Munnetra Kazhagam,1352966.0,1067447.0,78.9 %,168606.0,15.8%,AIADMK
787,Vellore,TAMIL NADU,VELLORE,VELLORE,8.0,GEN,Senguttuvan B.,All India Anna Dravida Munnetra Kazhagam,1312251.0,974770.0,74.3 %,59393.0,6.1%,AIADMK
788,Viluppuram,TAMIL NADU,ARANI,ARANI,12.0,GEN,V.Elumalai,All India Anna Dravida Munnetra Kazhagam,1369668.0,1096046.0,80.0 %,243844.0,22.2%,AIADMK
789,Viluppuram,TAMIL NADU,KALLAKURICHI,KALLAKURICHI,14.0,GEN,Kamaraj. K,All India Anna Dravida Munnetra Kazhagam,1412499.0,1107241.0,78.4 %,223507.0,20.2%,AIADMK
790,Viluppuram,TAMIL NADU,VILUPPURAM,VILUPPURAM,13.0,SC,Rajendran S,All India Anna Dravida Munnetra Kazhagam,1387007.0,1067641.0,77.0 %,193367.0,18.1%,AIADMK
791,Virudhunagar,TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,35.0,GEN,Anwhar Raajhaa.A,All India Anna Dravida Munnetra Kazhagam,1455891.0,1001048.0,68.8 %,119324.0,11.9%,AIADMK
792,Virudhunagar,TAMIL NADU,TENKASI,TENKASI,37.0,SC,Vasanthi.M,All India Anna Dravida Munnetra Kazhagam,1382081.0,1017938.0,73.7 %,161774.0,15.9%,AIADMK
793,Virudhunagar,TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,34.0,GEN,Radhakrishnan T,All India Anna Dravida Munnetra Kazhagam,1350495.0,1010930.0,74.9 %,145551.0,14.4%,AIADMK
794,Adilabad,TELANGANA,ADILABAD,ADILABAD,1.0,ST,Godam Nagesh,Telangana Rashtra Samithi,1386233.0,1045839.0,75.4 %,171290.0,16.4%,TRS
795,Adilabad,TELANGANA,PEDDAPALLE,PEDDAPALLE,2.0,SC,Balka Suman,Telangana Rashtra Samithi,1425361.0,1022184.0,71.7 %,291158.0,28.5%,TRS
796,Hyderabad,TELANGANA,HYDERABAD,HYDERABAD,9.0,GEN,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1823664.0,971421.0,53.3 %,202454.0,20.8%,AIMM
797,Hyderabad,TELANGANA,MALKAJGIRI,MALKAJGIRI,7.0,GEN,Ch.Malla Reddy,Telugu Desam,3183325.0,1620397.0,50.9 %,28371.0,1.8%,TDP
798,Hyderabad,TELANGANA,SECUNDERABAD,SECUNDERABAD,8.0,GEN,Bandaru Dattatreya,Bharatiya Janta Party,1893647.0,1003769.0,53.0 %,254735.0,25.4%,BJP
799,Karimnagar,TELANGANA,KARIMNAGAR,KARIMNAGAR,3.0,GEN,Vinod Kumar Boinapally,Telangana Rashtra Samithi,1550834.0,1125691.0,72.6 %,205077.0,18.2%,TRS
800,Karimnagar,TELANGANA,NIZAMABAD,NIZAMABAD,4.0,GEN,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193.0,1033924.0,69.1 %,167184.0,16.2%,TRS
801,Karimnagar,TELANGANA,PEDDAPALLE,PEDDAPALLE,2.0,SC,Balka Suman,Telangana Rashtra Samithi,1425361.0,1022184.0,71.7 %,291158.0,28.5%,TRS
802,Khammam,TELANGANA,KHAMMAM,KHAMMAM,17.0,GEN,Ponguleti Srinivasa Reddy,Yuvajana Sramika Rythu Congress Party,1440289.0,1182897.0,82.1 %,11974.0,1.0%,YSRCP
803,Khammam,TELANGANA,MAHABUBABAD,MAHABUBABAD,16.0,ST,Prof. Azmeera Seetaram Naik,Telangana Rashtra Samithi,1387343.0,1124370.0,81.0 %,34992.0,3.1%,TRS
804,Mahbubnagar,TELANGANA,MAHBUBNAGAR,MAHBUBNAGAR,11.0,GEN,Ap Jithender Reddy,Telangana Rashtra Samithi,1418672.0,1014800.0,71.5 %,2590.0,0.3%,TRS
805,Mahbubnagar,TELANGANA,NAGARKURNOOL,NAGARKURNOOL,12.0,SC,Yellaiah Nandi,Indian National Congress,1477338.0,1108968.0,75.1 %,16676.0,1.5%,INC
806,Medak,TELANGANA,MEDAK,MEDAK,6.0,GEN,Kalvakuntla Chandrasekhar Rao,Telangana Rashtra Samithi,1536715.0,1191096.0,77.5 %,397029.0,33.3%,TRS
807,Medak,TELANGANA,ZAHIRABAD,ZAHIRABAD,5.0,GEN,B.B. Patil,Telangana Rashtra Samithi,1445246.0,1094806.0,75.8 %,144631.0,13.2%,TRS
808,Nalgonda,TELANGANA,BHONGIR,BHONGIR,14.0,GEN,Dr. Boora Narsaiah Goud,Telangana Rashtra Samithi,1492251.0,1211943.0,81.2 %,30494.0,2.5%,TRS
809,Nalgonda,TELANGANA,NALGONDA,NALGONDA,13.0,GEN,Gutha Sukhender Reddy,Indian National Congress,1495580.0,1189399.0,79.5 %,193156.0,16.2%,INC
810,Nizamabad,TELANGANA,NIZAMABAD,NIZAMABAD,4.0,GEN,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193.0,1033924.0,69.1 %,167184.0,16.2%,TRS
811,Nizamabad,TELANGANA,ZAHIRABAD,ZAHIRABAD,5.0,GEN,B.B. Patil,Telangana Rashtra Samithi,1445246.0,1094806.0,75.8 %,144631.0,13.2%,TRS
812,Ranga Reddy,TELANGANA,BHONGIR,BHONGIR,14.0,GEN,Dr. Boora Narsaiah Goud,Telangana Rashtra Samithi,1492251.0,1211943.0,81.2 %,30494.0,2.5%,TRS
813,Ranga Reddy,TELANGANA,CHEVELLA,CHEVELLA,10.0,GEN,Konda Vishweshwar Reddy,Telangana Rashtra Samithi,2185179.0,1315862.0,60.2 %,73023.0,5.5%,TRS
814,Ranga Reddy,TELANGANA,MALKAJGIRI,MALKAJGIRI,7.0,GEN,Ch.Malla Reddy,Telugu Desam,3183325.0,1620397.0,50.9 %,28371.0,1.8%,TDP
815,Dhalai,TRIPURA,TRIPURA EAST,TRIPURA EAST,2.0,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4 %,484358.0,50.9%,CPIM
816,North Tripura,TRIPURA,TRIPURA EAST,TRIPURA EAST,2.0,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4 %,484358.0,50.9%,CPIM
817,South Tripura,TRIPURA,TRIPURA EAST,TRIPURA EAST,2.0,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4 %,484358.0,50.9%,CPIM
818,South Tripura,TRIPURA,TRIPURA WEST,TRIPURA WEST,1.0,GEN,Sankar Prasad Datta,Communist Party Of India (MARXIST),1248550.0,1072749.0,85.9 %,503486.0,46.9%,CPIM
819,West Tripura,TRIPURA,TRIPURA EAST,TRIPURA EAST,2.0,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4 %,484358.0,50.9%,CPIM
820,West Tripura,TRIPURA,TRIPURA WEST,TRIPURA WEST,1.0,GEN,Sankar Prasad Datta,Communist Party Of India (MARXIST),1248550.0,1072749.0,85.9 %,503486.0,46.9%,CPIM
821,Almora,UTTARAKHAND,ALMORA,ALMORA,3.0,SC,Ajay Tamta,Bharatiya Janta Party,1254328.0,656525.0,52.3 %,95690.0,14.6%,BJP
822,Bageshwar,UTTARAKHAND,ALMORA,ALMORA,3.0,SC,Ajay Tamta,Bharatiya Janta Party,1254328.0,656525.0,52.3 %,95690.0,14.6%,BJP
823,Chamoli,UTTARAKHAND,GARHWAL,GARHWAL,2.0,GEN,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,1269083.0,682024.0,53.7 %,184526.0,27.1%,BJP
824,Champawat,UTTARAKHAND,ALMORA,ALMORA,3.0,SC,Ajay Tamta,Bharatiya Janta Party,1254328.0,656525.0,52.3 %,95690.0,14.6%,BJP
825,Dehradun,UTTARAKHAND,HARDWAR,HARDWAR,5.0,GEN,Ramesh Pokhriyal Nishank,Bharatiya Janta Party,1642873.0,1175692.0,71.6 %,177822.0,15.1%,BJP
826,Dehradun,UTTARAKHAND,TEHRI GARHWAL,TEHRI GARHWAL,1.0,GEN,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1352845.0,776214.0,57.4 %,192503.0,24.8%,BJP
827,Haridwar,UTTARAKHAND,HARDWAR,HARDWAR,5.0,GEN,Ramesh Pokhriyal Nishank,Bharatiya Janta Party,1642873.0,1175692.0,71.6 %,177822.0,15.1%,BJP
828,Nainital,UTTARAKHAND,GARHWAL,GARHWAL,2.0,GEN,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,1269083.0,682024.0,53.7 %,184526.0,27.1%,BJP
829,Nainital,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,NAINITAL-UDHAMSINGH NAGAR,4.0,GEN,Bhagat Singh Koshyari,Bharatiya Janta Party,1610810.0,1101435.0,68.4 %,284717.0,25.8%,BJP
830,Pauri Garhwal,UTTARAKHAND,GARHWAL,GARHWAL,2.0,GEN,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,1269083.0,682024.0,53.7 %,184526.0,27.1%,BJP
831,Pithoragarh,UTTARAKHAND,ALMORA,ALMORA,3.0,SC,Ajay Tamta,Bharatiya Janta Party,1254328.0,656525.0,52.3 %,95690.0,14.6%,BJP
832,Rudraprayag,UTTARAKHAND,GARHWAL,GARHWAL,2.0,GEN,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,1269083.0,682024.0,53.7 %,184526.0,27.1%,BJP
833,Tehri Garhwal,UTTARAKHAND,GARHWAL,GARHWAL,2.0,GEN,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,1269083.0,682024.0,53.7 %,184526.0,27.1%,BJP
834,Tehri Garhwal,UTTARAKHAND,TEHRI GARHWAL,TEHRI GARHWAL,1.0,GEN,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1352845.0,776214.0,57.4 %,192503.0,24.8%,BJP
835,Udham Singh Nagar,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,NAINITAL-UDHAMSINGH NAGAR,4.0,GEN,Bhagat Singh Koshyari,Bharatiya Janta Party,1610810.0,1101435.0,68.4 %,284717.0,25.8%,BJP
836,Uttarkashi,UTTARAKHAND,TEHRI GARHWAL,TEHRI GARHWAL,1.0,GEN,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1352845.0,776214.0,57.4 %,192503.0,24.8%,BJP
837,Agra,UTTAR PRADESH,AGRA,AGRA,18.0,SC,Dr. Ram Shankar Katheria,Bharatiya Janta Party,1814739.0,1070400.0,59.0 %,300263.0,28.1%,BJP
838,Agra,UTTAR PRADESH,FATEHPUR SIKRI,FATEHPUR SIKRI,19.0,GEN,Babulal,Bharatiya Janta Party,1580582.0,967968.0,61.2 %,173106.0,17.9%,BJP
839,Aligarh,UTTAR PRADESH,ALIGARH,ALIGARH,15.0,GEN,Satish Kumar,Bharatiya Janta Party,1793126.0,1064357.0,59.4 %,286736.0,26.9%,BJP
840,Aligarh,UTTAR PRADESH,HATHRAS,HATHRAS,16.0,SC,Rajesh Kumar Diwaker,Bharatiya Janta Party,1758927.0,1049273.0,59.7 %,326386.0,31.1%,BJP
841,Allahabad,UTTAR PRADESH,ALLAHABAD,ALLAHABAD,52.0,GEN,Shyama Charan Gupta,Bharatiya Janta Party,1666569.0,891582.0,53.5 %,62009.0,7.0%,BJP
842,Allahabad,UTTAR PRADESH,BHADOHI,BHADOHI,78.0,GEN,Virendra Singh,Bharatiya Janta Party,1834598.0,981552.0,53.5 %,158039.0,16.1%,BJP
843,Allahabad,UTTAR PRADESH,PHULPUR,PHULPUR,51.0,GEN,Keshav Prasad Maurya,Bharatiya Janta Party,1913274.0,960341.0,50.2 %,308308.0,32.1%,BJP
844,Ambedkar Nagar,UTTAR PRADESH,AMBEDKAR NAGAR,AMBEDKAR NAGAR,55.0,GEN,Hari Om Pandey,Bharatiya Janta Party,1718774.0,1034404.0,60.2 %,139429.0,13.5%,BJP
845,Ambedkar Nagar,UTTAR PRADESH,SANT KABIR NAGAR,SANT KABIR NAGAR,62.0,GEN,Sharad Tripathi,Bharatiya Janta Party,1904327.0,1011649.0,53.1 %,97978.0,9.7%,BJP
846,Amroha,UTTAR PRADESH,AMROHA,AMROHA,9.0,GEN,Kanwar Singh Tanwar,Bharatiya Janta Party,1544242.0,1095860.0,71.0 %,158214.0,14.4%,BJP
847,Auraiya,UTTAR PRADESH,ETAWAH,ETAWAH,41.0,SC,Ashok Kumar Doharey,Bharatiya Janta Party,1707237.0,939604.0,55.0 %,172946.0,18.4%,BJP
848,Auraiya,UTTAR PRADESH,KANNAUJ,KANNAUJ,42.0,GEN,Dimple Yadav,Samajwadi Party,1808889.0,1114460.0,61.6 %,19907.0,1.8%,SP
849,Azamgarh,UTTAR PRADESH,AZAMGARH,AZAMGARH,69.0,GEN,Mulayam Singh Yadav,Samajwadi Party,1703222.0,960218.0,56.4 %,63204.0,6.6%,SP
850,Azamgarh,UTTAR PRADESH,LALGANJ,LALGANJ,68.0,SC,Neelam Sonkar,Bharatiya Janta Party,1661483.0,898655.0,54.1 %,63086.0,7.0%,BJP
851,Baghpat,UTTAR PRADESH,BAGHPAT,BAGHPAT,11.0,GEN,Dr. Satya Pal Singh,Bharatiya Janta Party,1505175.0,1004263.0,66.7 %,209866.0,20.9%,BJP
852,Bahraich,UTTAR PRADESH,BAHRAICH,BAHRAICH,56.0,SC,Sadhvi Savitri Bai Foole,Bharatiya Janta Party,1638645.0,934263.0,57.0 %,95645.0,10.2%,BJP
853,Bahraich,UTTAR PRADESH,KAISERGANJ,KAISERGANJ,57.0,GEN,Brij Bhusan Sharan Singh,Bharatiya Janta Party,1711967.0,943357.0,55.1 %,78218.0,8.3%,BJP
